start...
Finetuning mode
Load outputs/2023-01-23-23-33-36/trained_model/best_weight.pt...
Epoch: 1 / 5000, Score: 2100,  block: 93,  Reward: -13.0 Cleared lines: 21
Epoch: 2 / 5000, Score: 2100,  block: 105,  Reward: -13.5 Cleared lines: 26
Epoch: 3 / 5000, Score: 3400,  block: 128,  Reward: -16.0 Cleared lines: 36
Epoch: 4 / 5000, Score: 800,  block: 67,  Reward: -9.8 Cleared lines: 12
Epoch: 5 / 5000, Score: 3400,  block: 139,  Reward: -15.3 Cleared lines: 38
Epoch: 6 / 5000, Score: 800,  block: 72,  Reward: -10.5 Cleared lines: 13
Epoch: 7 / 5000, Score: 1700,  block: 91,  Reward: -10.2 Cleared lines: 20
Epoch: 8 / 5000, Score: 800,  block: 74,  Reward: -11.2 Cleared lines: 13
Epoch: 9 / 5000, Score: -500,  block: 20,  Reward: -5.0 Cleared lines: 0
Epoch: 10 / 5000, Score: 200,  block: 57,  Reward: -9.0 Cleared lines: 7
Epoch: 11 / 5000, Score: 1000,  block: 72,  Reward: -9.5 Cleared lines: 15
Epoch: 12 / 5000, Score: 700,  block: 67,  Reward: -9.0 Cleared lines: 12
Epoch: 13 / 5000, Score: 500,  block: 61,  Reward: -9.7 Cleared lines: 9
Epoch: 14 / 5000, Score: 700,  block: 65,  Reward: -9.5 Cleared lines: 12
Epoch: 15 / 5000, Score: 1900,  block: 99,  Reward: -12.7 Cleared lines: 24
Epoch: 16 / 5000, Score: 1600,  block: 89,  Reward: -11.0 Cleared lines: 19
Epoch: 17 / 5000, Score: 1200,  block: 84,  Reward: -10.0 Cleared lines: 17
Epoch: 18 / 5000, Score: 1500,  block: 77,  Reward: -9.9 Cleared lines: 18
Epoch: 19 / 5000, Score: 2100,  block: 101,  Reward: -12.3 Cleared lines: 25
Epoch: 20 / 5000, Score: 900,  block: 71,  Reward: -10.0 Cleared lines: 13
Epoch: 21 / 5000, Score: 500,  block: 65,  Reward: -8.9 Cleared lines: 10
Epoch: 22 / 5000, Score: -100,  block: 47,  Reward: -7.6 Cleared lines: 4
Epoch: 23 / 5000, Score: 300,  block: 57,  Reward: -7.2 Cleared lines: 8
Epoch: 24 / 5000, Score: 600,  block: 66,  Reward: -8.9 Cleared lines: 11
Epoch: 25 / 5000, Score: 1900,  block: 91,  Reward: -11.8 Cleared lines: 22
Epoch: 26 / 5000, Score: 1800,  block: 92,  Reward: -10.8 Cleared lines: 22
Epoch: 27 / 5000, Score: 1400,  block: 73,  Reward: -8.5 Cleared lines: 18
Epoch: 28 / 5000, Score: 600,  block: 67,  Reward: -9.6 Cleared lines: 10
Epoch: 29 / 5000, Score: 500,  block: 66,  Reward: -8.4 Cleared lines: 10
Epoch: 30 / 5000, Score: 1400,  block: 87,  Reward: -11.9 Cleared lines: 19
Epoch: 31 / 5000, Score: 3200,  block: 130,  Reward: -15.4 Cleared lines: 36
Epoch: 32 / 5000, Score: 2500,  block: 110,  Reward: -12.5 Cleared lines: 29
Epoch: 33 / 5000, Score: 200,  block: 53,  Reward: -7.7 Cleared lines: 7
Epoch: 34 / 5000, Score: 700,  block: 70,  Reward: -9.8 Cleared lines: 12
Epoch: 35 / 5000, Score: 3100,  block: 127,  Reward: -14.8 Cleared lines: 34
Epoch: 36 / 5000, Score: 1100,  block: 68,  Reward: -7.7 Cleared lines: 15
Epoch: 37 / 5000, Score: 100,  block: 52,  Reward: -8.2 Cleared lines: 6
Epoch: 38 / 5000, Score: 2200,  block: 103,  Reward: -14.1 Cleared lines: 25
Epoch: 39 / 5000, Score: 500,  block: 61,  Reward: -8.6 Cleared lines: 9
Epoch: 40 / 5000, Score: 2000,  block: 103,  Reward: -11.8 Cleared lines: 25
Epoch: 41 / 5000, Score: 500,  block: 63,  Reward: -8.2 Cleared lines: 9
Epoch: 42 / 5000, Score: 1600,  block: 91,  Reward: -15.1 Cleared lines: 20
Epoch: 43 / 5000, Score: 1100,  block: 76,  Reward: -8.4 Cleared lines: 16
Epoch: 44 / 5000, Score: 2700,  block: 110,  Reward: -12.8 Cleared lines: 29
Epoch: 45 / 5000, Score: 1700,  block: 92,  Reward: -12.5 Cleared lines: 22
Epoch: 46 / 5000, Score: -200,  block: 46,  Reward: -6.8 Cleared lines: 3
Epoch: 47 / 5000, Score: 1100,  block: 72,  Reward: -8.1 Cleared lines: 15
Epoch: 48 / 5000, Score: 1400,  block: 88,  Reward: -13.4 Cleared lines: 18
Epoch: 49 / 5000, Score: 1200,  block: 82,  Reward: -11.6 Cleared lines: 16
Epoch: 50 / 5000, Score: 3200,  block: 128,  Reward: -17.6 Cleared lines: 35
Epoch: 51 / 5000, Score: 900,  block: 78,  Reward: -10.0 Cleared lines: 14
Epoch: 52 / 5000, Score: 3300,  block: 136,  Reward: -18.4 Cleared lines: 37
Epoch: 53 / 5000, Score: 2900,  block: 123,  Reward: -20.5 Cleared lines: 33
Epoch: 54 / 5000, Score: 1900,  block: 97,  Reward: -10.9 Cleared lines: 23
Epoch: 55 / 5000, Score: 100,  block: 55,  Reward: -8.4 Cleared lines: 6
Epoch: 56 / 5000, Score: 800,  block: 66,  Reward: -7.9 Cleared lines: 13
Epoch: 57 / 5000, Score: 600,  block: 65,  Reward: -8.2 Cleared lines: 11
Epoch: 58 / 5000, Score: 300,  block: 57,  Reward: -8.3 Cleared lines: 8
Epoch: 59 / 5000, Score: 1100,  block: 77,  Reward: -10.4 Cleared lines: 15
Epoch: 60 / 5000, Score: 1600,  block: 86,  Reward: -11.4 Cleared lines: 19
Epoch: 61 / 5000, Score: 2100,  block: 93,  Reward: -9.0 Cleared lines: 24
Epoch: 62 / 5000, Score: 700,  block: 68,  Reward: -8.8 Cleared lines: 12
Epoch: 63 / 5000, Score: 2600,  block: 116,  Reward: -14.8 Cleared lines: 30
Epoch: 64 / 5000, Score: 1500,  block: 88,  Reward: -13.6 Cleared lines: 19
Epoch: 65 / 5000, Score: 2000,  block: 96,  Reward: -13.8 Cleared lines: 23
Epoch: 66 / 5000, Score: 1500,  block: 88,  Reward: -10.0 Cleared lines: 19
Epoch: 67 / 5000, Score: 1300,  block: 83,  Reward: -11.6 Cleared lines: 18
Epoch: 68 / 5000, Score: 1600,  block: 87,  Reward: -12.5 Cleared lines: 20
Epoch: 69 / 5000, Score: 3600,  block: 133,  Reward: -18.9 Cleared lines: 38
Epoch: 70 / 5000, Score: -200,  block: 45,  Reward: -7.4 Cleared lines: 3
Epoch: 71 / 5000, Score: 2800,  block: 100,  Reward: -12.5 Cleared lines: 26
Epoch: 72 / 5000, Score: 900,  block: 78,  Reward: -11.0 Cleared lines: 14
Epoch: 73 / 5000, Score: 1400,  block: 86,  Reward: -12.1 Cleared lines: 18
