start...
Finetuning mode
Load outputs/2023-01-27-20-42-49/trained_model/best_weight.pt...
Epoch: 1 / 4000, Score: 5600,  block: 183,  Reward: -27.7 Cleared lines: 56
Epoch: 2 / 4000, Score: 2100,  block: 102,  Reward: -12.9 Cleared lines: 24
Epoch: 3 / 4000, Score: 7100,  block: 216,  Reward: -27.8 Cleared lines: 70
Epoch: 4 / 4000, Score: 10700,  block: 301,  Reward: -31.9 Cleared lines: 107
Epoch: 5 / 4000, Score: 4900,  block: 167,  Reward: -25.5 Cleared lines: 50
Epoch: 6 / 4000, Score: 7200,  block: 223,  Reward: -22.3 Cleared lines: 73
Epoch: 7 / 4000, Score: 10500,  block: 301,  Reward: -34.5 Cleared lines: 107
Epoch: 8 / 4000, Score: 4100,  block: 157,  Reward: -20.1 Cleared lines: 45
Epoch: 9 / 4000, Score: 10800,  block: 301,  Reward: -38.0 Cleared lines: 107
Epoch: 10 / 4000, Score: 7100,  block: 227,  Reward: -26.3 Cleared lines: 74
Epoch: 11 / 4000, Score: 4600,  block: 169,  Reward: -20.6 Cleared lines: 51
Epoch: 12 / 4000, Score: 3900,  block: 145,  Reward: -19.3 Cleared lines: 41
Epoch: 13 / 4000, Score: 4900,  block: 176,  Reward: -22.1 Cleared lines: 53
Epoch: 14 / 4000, Score: 9300,  block: 277,  Reward: -32.8 Cleared lines: 93
Epoch: 15 / 4000, Score: 11000,  block: 301,  Reward: -28.6 Cleared lines: 105
Epoch: 16 / 4000, Score: 10300,  block: 260,  Reward: -25.9 Cleared lines: 99
Epoch: 17 / 4000, Score: 8200,  block: 240,  Reward: -27.1 Cleared lines: 79
Epoch: 18 / 4000, Score: 5800,  block: 177,  Reward: -19.2 Cleared lines: 56
Epoch: 19 / 4000, Score: 10700,  block: 301,  Reward: -30.9 Cleared lines: 105
Epoch: 20 / 4000, Score: 4300,  block: 159,  Reward: -20.0 Cleared lines: 46
Epoch: 21 / 4000, Score: 7500,  block: 230,  Reward: -31.0 Cleared lines: 77
Epoch: 22 / 4000, Score: 6900,  block: 215,  Reward: -28.1 Cleared lines: 68
Epoch: 23 / 4000, Score: 4800,  block: 163,  Reward: -20.0 Cleared lines: 51
Epoch: 24 / 4000, Score: 5800,  block: 175,  Reward: -20.2 Cleared lines: 57
Epoch: 25 / 4000, Score: 4400,  block: 157,  Reward: -21.1 Cleared lines: 45
Epoch: 26 / 4000, Score: 9100,  block: 259,  Reward: -31.3 Cleared lines: 91
Epoch: 27 / 4000, Score: 5400,  block: 183,  Reward: -21.5 Cleared lines: 57
Epoch: 28 / 4000, Score: 10800,  block: 293,  Reward: -33.5 Cleared lines: 100
Epoch: 29 / 4000, Score: 7100,  block: 208,  Reward: -28.1 Cleared lines: 70
